timestamp,event_type,order_id,side,price,quantity
15,ADD_ORDER,94,SELL,99.99,5
15,ADD_ORDER,95,BUY,100.03,3
15,ADD_ORDER,96,SELL,100.06,4
16,ADD_ORDER,97,SELL,100.06,4
16,ADD_ORDER,98,BUY,100.04,5
16,ADD_ORDER,99,SELL,100.04,2
16,CANCEL_ORDER,71,,,
16,ADD_ORDER,100,SELL,100.05,1
16,ADD_ORDER,101,SELL,100.06,4
16,ADD_ORDER,102,BUY,100.04,2
17,ADD_ORDER,103,BUY,100.04,1
17,CANCEL_ORDER,16,,,
17,ADD_ORDER,104,BUY,100.04,4
17,ADD_ORDER,105,SELL,100.12,5
17,ADD_ORDER,106,BUY,100.03,5
17,ADD_ORDER,107,BUY,100.08,2
17,ADD_ORDER,108,SELL,100.09,3
18,ADD_ORDER,109,SELL,100.05,2
18,ADD_ORDER,110,BUY,100.04,3
18,ADD_ORDER,111,BUY,100.06,2
18,ADD_ORDER,112,BUY,100.11,1
18,ADD_ORDER,113,BUY,100.02,1
18,ADD_ORDER,114,SELL,100.03,2
19,CANCEL_ORDER,59,,,
19,ADD_ORDER,115,BUY,100.04,4
19,MARKET_ORDER,116,SELL,,1
19,ADD_ORDER,117,BUY,100.08,4
19,CANCEL_ORDER,47,,,
19,ADD_ORDER,118,BUY,100.03,4
19,ADD_ORDER,119,SELL,100.06,1
19,ADD_ORDER,120,SELL,100.05,2
20,ADD_ORDER,121,BUY,100.00,1
20,ADD_ORDER,122,SELL,100.07,5
20,ADD_ORDER,123,SELL,100.03,2
20,CANCEL_ORDER,90,,,
20,MARKET_ORDER,124,SELL,,1
20,ADD_ORDER,125,SELL,100.01,3
20,ADD_ORDER,126,BUY,100.02,3
21,ADD_ORDER,127,SELL,100.02,4
21,ADD_ORDER,128,SELL,99.98,3
21,ADD_ORDER,129,SELL,99.98,1
21,ADD_ORDER,130,SELL,99.99,1
21,ADD_ORDER,131,SELL,99.98,3
21,ADD_ORDER,132,BUY,99.97,4
22,ADD_ORDER,133,SELL,99.98,5
22,ADD_ORDER,134,SELL,100.07,3
22,CANCEL_ORDER,130,,,
22,ADD_ORDER,135,BUY,99.97,4
22,ADD_ORDER,136,BUY,99.99,5
22,ADD_ORDER,137,SELL,100.00,3
22,ADD_ORDER,138,BUY,99.97,2
23,CANCEL_ORDER,110,,,
23,ADD_ORDER,139,SELL,100.09,4
23,ADD_ORDER,140,BUY,100.04,2
23,ADD_ORDER,141,SELL,100.00,1
23,ADD_ORDER,142,SELL,100.02,1
23,ADD_ORDER,143,BUY,100.04,1
23,CANCEL_ORDER,62,,,
23,ADD_ORDER,144,BUY,100.03,4
24,ADD_ORDER,145,SELL,100.03,3
24,ADD_ORDER,146,BUY,100.00,1
24,CANCEL_ORDER,115,,,
24,ADD_ORDER,147,SELL,100.06,1
24,ADD_ORDER,148,BUY,99.99,1
24,ADD_ORDER,149,SELL,99.99,5
24,CANCEL_ORDER,107,,,
24,ADD_ORDER,150,SELL,100.00,2
25,ADD_ORDER,151,SELL,99.93,4
25,ADD_ORDER,152,BUY,100.00,2
25,ADD_ORDER,153,SELL,99.93,1
25,ADD_ORDER,154,SELL,99.95,1
25,ADD_ORDER,155,SELL,99.93,3
25,ADD_ORDER,156,SELL,99.94,5
26,ADD_ORDER,157,SELL,99.95,5
26,ADD_ORDER,158,BUY,99.96,4
26,ADD_ORDER,159,BUY,99.96,4
26,ADD_ORDER,160,BUY,99.96,1
26,MARKET_ORDER,161,SELL,,1
26,ADD_ORDER,162,SELL,99.92,2
27,CANCEL_ORDER,28,,,
27,ADD_ORDER,163,SELL,99.94,2
27,ADD_ORDER,164,BUY,100.00,4
27,ADD_ORDER,165,BUY,99.94,3
27,ADD_ORDER,166,SELL,99.93,1
27,ADD_ORDER,167,BUY,99.98,3
27,ADD_ORDER,168,BUY,99.92,3
28,ADD_ORDER,169,BUY,99.92,1
28,ADD_ORDER,170,BUY,99.93,3
28,ADD_ORDER,171,BUY,99.93,1
28,ADD_ORDER,172,BUY,99.93,2
28,CANCEL_ORDER,137,,,
28,ADD_ORDER,173,BUY,99.94,3
28,ADD_ORDER,174,BUY,99.90,3
29,ADD_ORDER,175,SELL,99.93,1
29,ADD_ORDER,176,SELL,99.94,2
29,ADD_ORDER,177,SELL,99.94,5
29,ADD_ORDER,178,SELL,99.94,4
29,ADD_ORDER,179,SELL,99.93,3
29,ADD_ORDER,180,BUY,99.92,4
30,ADD_ORDER,181,SELL,99.92,2
30,ADD_ORDER,182,BUY,99.92,5
30,CANCEL_ORDER,70,,,
30,ADD_ORDER,183,BUY,99.94,1
30,ADD_ORDER,184,BUY,99.91,1
30,ADD_ORDER,185,BUY,99.93,3
30,ADD_ORDER,186,BUY,99.94,1
31,CANCEL_ORDER,159,,,
31,ADD_ORDER,187,SELL,99.92,4
31,CANCEL_ORDER,60,,,
31,ADD_ORDER,188,SELL,99.93,3
31,CANCEL_ORDER,104,,,
31,ADD_ORDER,189,SELL,100.00,5
31,CANCEL_ORDER,9,,,
31,MARKET_ORDER,190,SELL,,5
31,ADD_ORDER,191,SELL,99.94,3
31,ADD_ORDER,192,SELL,99.92,1
32,ADD_ORDER,193,SELL,99.94,2
32,CANCEL_ORDER,180,,,
32,ADD_ORDER,194,BUY,99.96,2
32,ADD_ORDER,195,BUY,99.92,4
32,CANCEL_ORDER,191,,,
32,MARKET_ORDER,196,BUY,,4
32,ADD_ORDER,197,SELL,99.92,2
32,ADD_ORDER,198,SELL,99.96,2
33,ADD_ORDER,199,SELL,99.93,4
33,ADD_ORDER,200,BUY,99.90,5
33,CANCEL_ORDER,73,,,
33,ADD_ORDER,201,SELL,99.97,3
33,ADD_ORDER,202,SELL,99.89,2
33,ADD_ORDER,203,BUY,99.93,5
33,CANCEL_ORDER,140,,,
33,ADD_ORDER,204,SELL,99.96,5
34,MARKET_ORDER,205,BUY,,5
34,ADD_ORDER,206,SELL,99.92,2
34,CANCEL_ORDER,184,,,
34,MARKET_ORDER,207,BUY,,2
34,ADD_ORDER,208,SELL,99.92,5
34,ADD_ORDER,209,BUY,99.93,3
34,ADD_ORDER,210,BUY,99.95,2
35,CANCEL_ORDER,65,,,
35,ADD_ORDER,211,SELL,99.94,5
35,ADD_ORDER,212,BUY,99.92,3
35,CANCEL_ORDER,36,,,
35,ADD_ORDER,213,SELL,99.95,5
35,ADD_ORDER,214,BUY,99.91,2
35,ADD_ORDER,215,SELL,99.93,4
35,MARKET_ORDER,216,BUY,,1
36,MARKET_ORDER,217,BUY,,5
36,CANCEL_ORDER,96,,,
36,ADD_ORDER,218,SELL,99.95,4
36,ADD_ORDER,219,BUY,99.91,1
36,ADD_ORDER,220,SELL,100.01,3
36,CANCEL_ORDER,101,,,
36,ADD_ORDER,221,BUY,99.95,3
36,CANCEL_ORDER,133,,,
36,ADD_ORDER,222,BUY,100.00,4
37,ADD_ORDER,223,SELL,99.93,2
37,MARKET_ORDER,224,BUY,,5
37,ADD_ORDER,225,BUY,99.92,2
37,CANCEL_ORDER,81,,,
37,ADD_ORDER,226,SELL,99.95,5
37,CANCEL_ORDER,220,,,
37,ADD_ORDER,227,BUY,99.90,4
37,ADD_ORDER,228,SELL,99.92,3
38,CANCEL_ORDER,155,,,
38,MARKET_ORDER,229,BUY,,2
38,ADD_ORDER,230,BUY,99.90,5
38,ADD_ORDER,231,SELL,99.92,5
38,CANCEL_ORDER,209,,,
38,ADD_ORDER,232,BUY,99.97,1
38,ADD_ORDER,233,BUY,99.89,1
38,ADD_ORDER,234,SELL,99.90,4
39,ADD_ORDER,235,SELL,99.92,3
39,ADD_ORDER,236,SELL,99.94,2
39,ADD_ORDER,237,SELL,99.92,4
39,ADD_ORDER,238,BUY,99.93,4
39,ADD_ORDER,239,SELL,99.93,5
39,ADD_ORDER,240,SELL,99.98,1
40,ADD_ORDER,241,SELL,100.03,1
40,MARKET_ORDER,242,BUY,,2
40,CANCEL_ORDER,142,,,
40,ADD_ORDER,243,BUY,99.95,1
40,ADD_ORDER,244,BUY,99.93,4
40,ADD_ORDER,245,SELL,99.94,4
40,MARKET_ORDER,246,BUY,,2
41,MARKET_ORDER,247,BUY,,1
41,MARKET_ORDER,248,SELL,,5
41,ADD_ORDER,249,SELL,99.95,4
41,CANCEL_ORDER,85,,,
41,ADD_ORDER,250,SELL,99.94,3
41,CANCEL_ORDER,181,,,
41,ADD_ORDER,251,BUY,99.96,2
41,CANCEL_ORDER,18,,,
41,ADD_ORDER,252,BUY,99.97,5
42,MARKET_ORDER,253,SELL,,1
42,ADD_ORDER,254,SELL,99.93,1
42,ADD_ORDER,255,SELL,99.97,4
42,ADD_ORDER,256,SELL,99.97,5
42,CANCEL_ORDER,150,,,
42,ADD_ORDER,257,BUY,99.96,4
42,ADD_ORDER,258,BUY,99.99,5
43,ADD_ORDER,259,SELL,99.98,2
43,ADD_ORDER,260,SELL,100.05,1
43,ADD_ORDER,261,SELL,99.97,2
43,MARKET_ORDER,262,SELL,,4
43,ADD_ORDER,263,BUY,99.98,2
43,ADD_ORDER,264,SELL,99.97,2
44,ADD_ORDER,265,SELL,100.01,4
44,CANCEL_ORDER,173,,,
44,ADD_ORDER,266,BUY,100.01,3
44,ADD_ORDER,267,SELL,100.00,1
44,CANCEL_ORDER,164,,,
44,ADD_ORDER,268,BUY,100.02,5
44,ADD_ORDER,269,BUY,100.04,4
44,MARKET_ORDER,270,SELL,,3
45,ADD_ORDER,271,SELL,100.02,4
45,CANCEL_ORDER,179,,,
45,ADD_ORDER,272,SELL,100.02,1
45,ADD_ORDER,273,SELL,100.02,2
45,ADD_ORDER,274,SELL,99.99,1
45,CANCEL_ORDER,254,,,
45,ADD_ORDER,275,BUY,100.02,3
45,ADD_ORDER,276,SELL,100.01,1
46,ADD_ORDER,277,BUY,100.03,1
46,ADD_ORDER,278,SELL,100.03,2
46,CANCEL_ORDER,149,,,
46,ADD_ORDER,279,SELL,100.06,1
46,MARKET_ORDER,280,BUY,,4
46,ADD_ORDER,281,BUY,100.04,5
46,ADD_ORDER,282,BUY,100.11,3
47,ADD_ORDER,283,SELL,100.05,2
47,CANCEL_ORDER,279,,,
47,ADD_ORDER,284,BUY,100.08,1
47,ADD_ORDER,285,BUY,100.04,4
47,CANCEL_ORDER,174,,,
47,ADD_ORDER,286,BUY,100.08,5
47,ADD_ORDER,287,SELL,100.04,2
47,MARKET_ORDER,288,SELL,,2
48,ADD_ORDER,289,BUY,100.05,2
48,ADD_ORDER,290,BUY,100.05,2
48,ADD_ORDER,291,SELL,100.07,4
48,CANCEL_ORDER,129,,,
48,ADD_ORDER,292,SELL,100.04,2
48,ADD_ORDER,293,BUY,100.06,3
48,ADD_ORDER,294,SELL,100.09,2
49,ADD_ORDER,295,BUY,100.06,5
49,MARKET_ORDER,296,BUY,,5
49,CANCEL_ORDER,112,,,
49,ADD_ORDER,297,BUY,100.02,4
49,MARKET_ORDER,298,SELL,,5
49,ADD_ORDER,299,BUY,100.04,2
49,MARKET_ORDER,300,BUY,,1
50,CANCEL_ORDER,275,,,
50,ADD_ORDER,301,BUY,100.05,4
50,ADD_ORDER,302,BUY,100.04,5
50,CANCEL_ORDER,178,,,
50,ADD_ORDER,303,BUY,100.01,5
50,MARKET_ORDER,304,SELL,,2
50,ADD_ORDER,305,SELL,100.11,5
50,ADD_ORDER,306,BUY,100.01,2
51,ADD_ORDER,307,BUY,100.00,3
51,MARKET_ORDER,308,BUY,,2
51,ADD_ORDER,309,BUY,100.01,2
51,ADD_ORDER,310,BUY,100.04,2
51,ADD_ORDER,311,SELL,100.03,2
51,ADD_ORDER,312,BUY,100.02,5
52,ADD_ORDER,313,BUY,100.01,5
52,ADD_ORDER,314,BUY,99.99,1
52,CANCEL_ORDER,230,,,
52,ADD_ORDER,315,BUY,99.98,4
52,ADD_ORDER,316,SELL,99.97,3
52,MARKET_ORDER,317,SELL,,2
52,CANCEL_ORDER,316,,,
52,ADD_ORDER,318,SELL,99.99,1
53,CANCEL_ORDER,195,,,
53,ADD_ORDER,319,BUY,99.99,1
53,ADD_ORDER,320,BUY,99.96,3
53,ADD_ORDER,321,SELL,100.02,4
53,ADD_ORDER,322,BUY,99.99,1
53,MARKET_ORDER,323,SELL,,4
53,CANCEL_ORDER,260,,,
53,ADD_ORDER,324,BUY,100.00,5
54,MARKET_ORDER,325,BUY,,4
54,ADD_ORDER,326,SELL,100.04,1
54,CANCEL_ORDER,311,,,
54,ADD_ORDER,327,SELL,99.98,3
54,ADD_ORDER,328,SELL,99.99,5
54,CANCEL_ORDER,53,,,
54,ADD_ORDER,329,SELL,100.00,1
54,ADD_ORDER,330,SELL,99.99,4
55,ADD_ORDER,331,SELL,99.96,3
55,CANCEL_ORDER,256,,,
55,ADD_ORDER,332,BUY,100.01,1
55,ADD_ORDER,333,SELL,99.96,1
55,ADD_ORDER,334,SELL,99.94,3
55,MARKET_ORDER,335,SELL,,3
55,MARKET_ORDER,336,BUY,,5
56,ADD_ORDER,337,BUY,99.93,4
56,MARKET_ORDER,338,SELL,,4
56,ADD_ORDER,339,SELL,99.97,3
56,ADD_ORDER,340,BUY,99.93,5
56,MARKET_ORDER,341,SELL,,5
56,ADD_ORDER,342,BUY,100.02,2
57,ADD_ORDER,343,SELL,99.93,4
57,ADD_ORDER,344,BUY,99.92,4
57,CANCEL_ORDER,103,,,
57,MARKET_ORDER,345,SELL,,3
57,CANCEL_ORDER,187,,,
57,ADD_ORDER,346,BUY,99.94,1
57,ADD_ORDER,347,BUY,99.93,3
57,ADD_ORDER,348,BUY,99.95,5
58,CANCEL_ORDER,74,,,
58,MARKET_ORDER,349,BUY,,4
58,ADD_ORDER,350,SELL,100.01,1
58,CANCEL_ORDER,143,,,
58,ADD_ORDER,351,BUY,99.95,3
58,ADD_ORDER,352,SELL,99.96,2
58,ADD_ORDER,353,BUY,99.92,4
58,ADD_ORDER,354,BUY,99.92,2
59,CANCEL_ORDER,351,,,
59,ADD_ORDER,355,SELL,99.92,1
59,ADD_ORDER,356,BUY,99.93,1
59,ADD_ORDER,357,BUY,99.96,2
59,ADD_ORDER,358,SELL,99.93,1
59,ADD_ORDER,359,BUY,99.99,1
59,ADD_ORDER,360,BUY,99.95,2
60,ADD_ORDER,361,SELL,99.89,4
60,ADD_ORDER,362,BUY,99.88,5
60,ADD_ORDER,363,BUY,99.89,5
60,ADD_ORDER,364,SELL,99.93,4
60,CANCEL_ORDER,210,,,
60,ADD_ORDER,365,SELL,99.88,1
60,ADD_ORDER,366,BUY,99.88,3
61,ADD_ORDER,367,BUY,99.89,4
61,ADD_ORDER,368,SELL,99.86,2
61,CANCEL_ORDER,134,,,
61,ADD_ORDER,369,SELL,99.89,3
61,ADD_ORDER,370,BUY,99.85,5
61,ADD_ORDER,371,SELL,99.89,3
61,ADD_ORDER,372,SELL,99.86,5
62,CANCEL_ORDER,49,,,
62,ADD_ORDER,373,SELL,99.88,3
62,ADD_ORDER,374,BUY,99.86,3
62,ADD_ORDER,375,BUY,99.86,4
62,ADD_ORDER,376,BUY,99.88,2
62,MARKET_ORDER,377,BUY,,2
62,ADD_ORDER,378,BUY,99.87,1
63,ADD_ORDER,379,SELL,99.89,1
63,ADD_ORDER,380,BUY,99.88,2
63,ADD_ORDER,381,BUY,99.89,4
63,MARKET_ORDER,382,SELL,,5
63,ADD_ORDER,383,SELL,99.89,4
63,CANCEL_ORDER,315,,,
63,ADD_ORDER,384,BUY,99.95,1
64,ADD_ORDER,385,SELL,99.89,3
64,ADD_ORDER,386,BUY,99.93,2
64,ADD_ORDER,387,SELL,99.87,2
64,ADD_ORDER,388,SELL,99.89,3
64,ADD_ORDER,389,BUY,99.93,5
64,CANCEL_ORDER,151,,,
64,ADD_ORDER,390,SELL,99.91,5
65,CANCEL_ORDER,119,,,
65,ADD_ORDER,391,SELL,99.89,2
65,ADD_ORDER,392,SELL,99.86,5
65,ADD_ORDER,393,SELL,99.86,2
65,MARKET_ORDER,394,BUY,,5
65,MARKET_ORDER,395,SELL,,1
65,ADD_ORDER,396,BUY,99.89,4
66,CANCEL_ORDER,39,,,
66,ADD_ORDER,397,SELL,99.84,4
66,CANCEL_ORDER,132,,,
66,ADD_ORDER,398,BUY,99.87,4
66,MARKET_ORDER,399,SELL,,1
66,CANCEL_ORDER,388,,,
66,ADD_ORDER,400,BUY,99.83,3
66,ADD_ORDER,401,SELL,99.87,3
66,ADD_ORDER,402,BUY,99.92,1
67,ADD_ORDER,403,BUY,99.84,5
67,CANCEL_ORDER,357,,,
67,ADD_ORDER,404,BUY,99.82,5
67,MARKET_ORDER,405,SELL,,1
67,MARKET_ORDER,406,BUY,,3
67,ADD_ORDER,407,BUY,99.82,4
67,ADD_ORDER,408,SELL,99.85,1
68,CANCEL_ORDER,257,,,
68,ADD_ORDER,409,BUY,99.87,1
68,ADD_ORDER,410,SELL,99.93,4
68,MARKET_ORDER,411,SELL,,4
68,ADD_ORDER,412,SELL,99.86,5
68,ADD_ORDER,413,SELL,99.85,3
68,CANCEL_ORDER,251,,,
68,MARKET_ORDER,414,SELL,,5
69,ADD_ORDER,415,BUY,99.87,1
69,ADD_ORDER,416,SELL,99.89,2
69,ADD_ORDER,417,SELL,99.86,4
69,ADD_ORDER,418,BUY,99.86,5
69,ADD_ORDER,419,SELL,99.87,4
69,MARKET_ORDER,420,BUY,,1
70,MARKET_ORDER,421,BUY,,4
70,MARKET_ORDER,422,SELL,,3
70,ADD_ORDER,423,SELL,99.88,3
70,ADD_ORDER,424,SELL,99.87,5
70,MARKET_ORDER,425,BUY,,1
70,ADD_ORDER,426,BUY,99.93,3
71,CANCEL_ORDER,361,,,
71,MARKET_ORDER,427,BUY,,3
71,MARKET_ORDER,428,BUY,,2
71,ADD_ORDER,429,BUY,99.81,4
71,MARKET_ORDER,430,SELL,,4
71,ADD_ORDER,431,SELL,99.84,5
71,CANCEL_ORDER,79,,,
71,ADD_ORDER,432,SELL,99.90,5
72,ADD_ORDER,433,BUY,99.85,5
72,ADD_ORDER,434,SELL,99.87,3
72,MARKET_ORDER,435,BUY,,5
72,MARKET_ORDER,436,SELL,,3
72,ADD_ORDER,437,SELL,99.91,5
72,ADD_ORDER,438,BUY,99.89,4
73,ADD_ORDER,439,SELL,99.85,4
73,ADD_ORDER,440,SELL,99.85,3
73,ADD_ORDER,441,SELL,99.83,3
73,MARKET_ORDER,442,BUY,,1
73,CANCEL_ORDER,352,,,
73,ADD_ORDER,443,SELL,99.82,3
73,ADD_ORDER,444,SELL,99.84,2
74,ADD_ORDER,445,SELL,99.86,4
74,ADD_ORDER,446,SELL,99.84,2
74,MARKET_ORDER,447,SELL,,1
74,CANCEL_ORDER,227,,,
74,ADD_ORDER,448,SELL,99.85,1
74,CANCEL_ORDER,43,,,
74,ADD_ORDER,449,BUY,99.90,4
74,ADD_ORDER,450,SELL,99.92,5
75,CANCEL_ORDER,30,,,
75,ADD_ORDER,451,SELL,99.85,1
75,CANCEL_ORDER,25,,,
75,ADD_ORDER,452,SELL,99.86,4
75,CANCEL_ORDER,365,,,
75,ADD_ORDER,453,BUY,99.84,1
75,ADD_ORDER,454,BUY,99.87,1
75,ADD_ORDER,455,SELL,99.87,4
75,MARKET_ORDER,456,SELL,,4
76,ADD_ORDER,457,BUY,99.87,2
76,ADD_ORDER,458,BUY,99.89,1
76,CANCEL_ORDER,407,,,
76,ADD_ORDER,459,BUY,99.92,5
76,CANCEL_ORDER,122,,,
76,ADD_ORDER,460,BUY,99.84,1
76,ADD_ORDER,461,SELL,99.84,3
76,ADD_ORDER,462,BUY,99.87,2
77,ADD_ORDER,463,BUY,99.89,5
77,ADD_ORDER,464,BUY,99.85,4
77,MARKET_ORDER,465,SELL,,5
77,ADD_ORDER,466,SELL,99.88,4
77,MARKET_ORDER,467,SELL,,1
77,ADD_ORDER,468,BUY,99.89,5
78,ADD_ORDER,469,BUY,99.90,5
78,CANCEL_ORDER,408,,,
78,ADD_ORDER,470,BUY,99.84,3
78,ADD_ORDER,471,BUY,99.86,1
78,ADD_ORDER,472,SELL,99.91,2
78,CANCEL_ORDER,276,,,
78,MARKET_ORDER,473,SELL,,2
78,CANCEL_ORDER,236,,,
78,ADD_ORDER,474,BUY,99.85,3
79,CANCEL_ORDER,286,,,
79,ADD_ORDER,475,SELL,99.89,2
79,ADD_ORDER,476,BUY,99.90,1
79,MARKET_ORDER,477,BUY,,1
79,ADD_ORDER,478,BUY,99.89,5
79,ADD_ORDER,479,SELL,99.89,3
79,ADD_ORDER,480,BUY,99.88,3
80,CANCEL_ORDER,267,,,
80,ADD_ORDER,481,BUY,99.94,4
80,CANCEL_ORDER,165,,,
80,ADD_ORDER,482,SELL,99.87,5
80,ADD_ORDER,483,BUY,99.88,1
80,ADD_ORDER,484,SELL,99.95,3
80,ADD_ORDER,485,SELL,99.86,4
80,ADD_ORDER,486,SELL,99.88,1
81,ADD_ORDER,487,SELL,99.88,4
81,ADD_ORDER,488,SELL,99.87,5
81,ADD_ORDER,489,BUY,99.85,3
81,ADD_ORDER,490,SELL,99.86,1
81,ADD_ORDER,491,SELL,99.86,1
81,ADD_ORDER,492,SELL,99.87,3
82,ADD_ORDER,493,BUY,99.89,4
82,CANCEL_ORDER,162,,,
82,ADD_ORDER,494,SELL,99.92,5
82,ADD_ORDER,495,BUY,99.88,4
82,ADD_ORDER,496,SELL,99.85,3
82,ADD_ORDER,497,SELL,99.87,2
82,ADD_ORDER,498,BUY,99.86,1
83,CANCEL_ORDER,171,,,
83,ADD_ORDER,499,SELL,99.89,1
83,ADD_ORDER,500,BUY,99.89,4
83,ADD_ORDER,501,BUY,99.93,5
83,ADD_ORDER,502,BUY,99.95,2
83,ADD_ORDER,503,BUY,99.86,3
83,ADD_ORDER,504,BUY,99.88,4
84,ADD_ORDER,505,BUY,99.89,2
84,ADD_ORDER,506,SELL,99.88,4
84,MARKET_ORDER,507,SELL,,3
84,ADD_ORDER,508,BUY,99.88,4
84,ADD_ORDER,509,SELL,99.85,1
84,CANCEL_ORDER,403,,,
84,MARKET_ORDER,510,SELL,,1
85,ADD_ORDER,511,SELL,99.87,5
85,MARKET_ORDER,512,BUY,,3
85,CANCEL_ORDER,504,,,
85,ADD_ORDER,513,BUY,99.90,4
85,ADD_ORDER,514,BUY,99.91,1
85,ADD_ORDER,515,SELL,99.87,4
85,ADD_ORDER,516,BUY,99.89,3
86,ADD_ORDER,517,SELL,99.91,1
86,CANCEL_ORDER,188,,,
86,ADD_ORDER,518,SELL,99.90,1
86,ADD_ORDER,519,SELL,99.94,3
86,MARKET_ORDER,520,SELL,,1
86,CANCEL_ORDER,138,,,
86,ADD_ORDER,521,BUY,99.91,4
86,ADD_ORDER,522,SELL,99.88,1
87,MARKET_ORDER,523,SELL,,2
87,ADD_ORDER,524,BUY,99.85,2
87,ADD_ORDER,525,SELL,99.84,1
87,ADD_ORDER,526,SELL,99.86,5
87,ADD_ORDER,527,BUY,99.85,2
87,ADD_ORDER,528,SELL,99.92,3
88,CANCEL_ORDER,206,,,
88,ADD_ORDER,529,BUY,99.86,5
88,ADD_ORDER,530,BUY,99.90,4
88,ADD_ORDER,531,BUY,99.85,1
88,ADD_ORDER,532,BUY,99.84,1
